,content_id,content,jieba,jieba_remove_stopword,token_sequence,pad_sequence,sentiment_value
10,SXYTBWg6FxuboMnd,谁还用车载导航呀！用手机导航吧及时性好！而且到港后装的机头不行，在意的话建议去换一个机头顺便改一下音响。森林人及斯巴鲁全系除了2015豪华悦享版是哈卡的音响和日本原装的机头，（我买的此款 ）其他的机头和音响都不行,"['谁', '还', '用', '车载', '导航', '呀', '！', '用', '手机', '导航', '吧', '及时性', '好', '！', '而且', '到', '港', '后', '装', '的', '机头', '不行', '，', '在意', '的话', '建议', '去', '换', '一个', '机头', '顺便', '改', '一下', '音响', '。', '森林', '人及', '斯巴鲁', '全系', '除了', '2015', '豪华', '悦', '享版', '是', '哈卡', '的', '音响', '和', '日本', '原装', '的', '机头', '，', '（', '我', '买', '的', '此款', ' ', '）', '其他', '的', '机头', '和', '音响', '都', '不行']","['车载', '导航', '手机', '导航', '及时性', '好', '港', '后', '装', '机头', '不行', '在意', '建议', '换', '一个', '机头', '顺便', '改', '一下', '音响', '森林', '人及', '斯巴鲁', '全系', '2015', '豪华', '悦', '享版', '哈卡', '音响', '日本', '原装', '机头', '买', '此款', ' ', '机头', '音响', '不行']","[733, 41, 296, 41, 10, 4332, 54, 229, 850, 213, 792, 75, 21, 36, 850, 1741, 287, 62, 361, 2, 10672, 35, 598, 2109, 122, 9373, 361, 223, 415, 850, 19, 850, 361, 213]","[733, 41, 296, 41, 10, 4332, 54, 229, 850, 213, 792, 75, 21, 36, 850, 1741, 287, 62, 361, 2, 10672, 35, 598, 2109, 122, 9373, 361, 223, 415, 850, 19, 850, 361, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
11,RDgTmzW9xBfY6pGv,你好，我也是受够了16款的垃圾导航。这个美版主机哪里可以买到？安装后可以完美使用吗，有什么问题？求告知，感激不尽！,"['你好', '，', '我', '也', '是', '受够了', '16', '款', '的', '垃圾', '导航', '。', '这个', '美版', '主机', '哪里', '可以', '买', '到', '？', '安装', '后', '可以', '完美', '使用', '吗', '，', '有', '什么', '问题', '？', '求', '告知', '，', '感激不尽', '！']","['你好', '受够了', '款', '垃圾', '导航', '美版', '主机', '可以', '买', '安装', '后', '可以', '完美', '使用', '有', '问题', '求', '告知', '感激不尽']","[533, 24, 687, 41, 1300, 1033, 13, 19, 424, 54, 13, 649, 195, 4, 23, 1904, 3939]","[533, 24, 687, 41, 1300, 1033, 13, 19, 424, 54, 13, 649, 195, 4, 23, 1904, 3939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
12,8cMwzsxkL4XtuDG1,森林人导航确实垃圾。再好的车再好的导航都没有手机导航好用，我提车后只用了二个多月的车载导航就一直用手机导航。,"['森林', '人', '导航', '确实', '垃圾', '。', '再', '好', '的', '车', '再', '好', '的', '导航', '都', '没有', '手机', '导航', '好用', '，', '我', '提车', '后', '只用', '了', '二个', '多月', '的', '车载', '导航', '就', '一直', '用', '手机', '导航', '。']","['森林', '人', '导航', '确实', '垃圾', '再', '好', '车', '再', '好', '导航', '没有', '手机', '导航', '好用', '提车', '后', '只用', '二个', '多月', '车载', '导航', '一直', '手机', '导航']","[2, 3, 41, 86, 687, 55, 10, 9, 55, 10, 41, 16, 296, 41, 911, 281, 54, 3120, 5585, 7749, 733, 41, 134, 296, 41]","[2, 3, 41, 86, 687, 55, 10, 9, 55, 10, 41, 16, 296, 41, 911, 281, 54, 3120, 5585, 7749, 733, 41, 134, 296, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
13,MOUrvjDsIJpbw6dQ,导航现在都用手机的，音箱没有说的那么差，就是低音差点，人声其实还可以。,"['导航', '现在', '都', '用', '手机', '的', '，', '音箱', '没有', '说', '的', '那么', '差', '，', '就是', '低音', '差点', '，', '人声', '其实', '还', '可以', '。']","['导航', '现在', '手机', '音箱', '没有', '说', '差', '低音', '差点', '人声', '可以']","[41, 32, 296, 8548, 16, 18, 81, 4881, 438, 9022, 13]","[41, 32, 296, 8548, 16, 18, 81, 4881, 438, 9022, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
14,t01PVoDSd9Lsy5HN,黑屏经常发生啊和手机蓝牙，连接后电话打进来根本听不到对方在说什么，想指往导航功能就会让你上火,"['黑屏', '经常', '发生', '啊', '和', '手机', '蓝牙', '，', '连接', '后', '电话', '打', '进来', '根本', '听', '不到', '对方', '在', '说', '什么', '，', '想', '指往', '导航', '功能', '就', '会', '让', '你', '上火']","['黑屏', '发生', '手机', '蓝牙', '连接', '后', '电话', '根本', '听', '不到', '对方', '说', '想', '指往', '导航', '功能', '上火']","[3468, 1160, 296, 763, 1168, 54, 1680, 364, 318, 194, 2740, 18, 90, 41, 372]","[3468, 1160, 296, 763, 1168, 54, 1680, 364, 318, 194, 2740, 18, 90, 41, 372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
15,icMQmPJA9Sv0KGTw,传感器是在轮毂里面的，连着气门嘴的，跟轮胎没关系,"['传感器', '是', '在', '轮毂', '里面', '的', '，', '连', '着', '气门嘴', '的', '，', '跟', '轮胎', '没关系']","['传感器', '轮毂', '里面', '气门嘴', '轮胎', '没关系']","[931, 292, 248, 105, 1593]","[931, 292, 248, 105, 1593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
16,VQkjM1657sIroCf3,60肯定是不行的。 原车轮胎的直径=215*0.65*2 15*25.4（一英寸=25.4毫米）  周长=3.14*直径 自己算一下，计划换的两个那个接近用哪个。,"['60', '肯定', '是', '不行', '的', '。', ' ', '原车', '轮胎', '的', '直径', '=', '215', '*', '0.65', '*', '2', ' ', '15', '*', '25.4', '（', '一英寸', '=', '25.4', '毫米', '）', ' ', '\xa0', '周长', '=', '3.14', '*', '直径', ' ', '自己', '算', '一下', '，', '计划', '换', '的', '两个', '那个', '接近', '用', '哪个', '。']","['肯定', '不行', ' ', '原车', '轮胎', '直径', '215', '0.65', ' ', '25.4', '一英寸', '25.4', '毫米', ' ', '\xa0', '周长', '3.14', '直径', ' ', '算', '一下', '计划', '换', '两个', '接近']","[71, 213, 244, 105, 3916, 5646, 14, 2104, 2104, 3951, 64, 272, 3916, 391, 62, 5942, 21, 180, 777]","[71, 213, 244, 105, 3916, 5646, 14, 2104, 2104, 3951, 64, 272, 3916, 391, 62, 5942, 21, 180, 777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
17,1rGSYnOx9Fb2ULQX,那你们换的什么中控呀？    ,"['那', '你们', '换', '的', '什么', '中控', '呀', '？']","['换', '中控']","[21, 237]","[21, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
18,SgNFp8ixQX1HA64y,都这样，提高油号有所减轻。,"['都', '这样', '，', '提高', '油号', '有所', '减轻', '。']","['提高', '油号', '有所', '减轻']","[408, 15348, 1265, 3889]","[408, 15348, 1265, 3889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
19,sO6Ac1mThYBKyl4M,你的真费油，我在北京开才9.2,"['你', '的', '真费油', '，', '我', '在', '北京', '开才', '9.2']","['真费油', '北京', '开才', '9.2']","[562, 283]","[562, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20,qIUiOxGdb0M4PQky,接孩子应该就在城区，这油耗正常的。,"['接', '孩子', '应该', '就', '在', '城区', '，', '这', '油耗', '正常', '的', '。']","['接', '孩子', '应该', '城区', '油耗', '正常']","[2737, 1648, 50, 1874, 6, 79]","[2737, 1648, 50, 1874, 6, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
21,6GMYQa0Ag4o9nsZ2,平路上定速８０就是５个左右，我新车１０００公里内都是这样跑的，可以的。高速不过１００会更低，但有上坡时可不是这油耗,"['平', '路上', '定速', '８', '０', '就是', '５', '个', '左右', '，', '我', '新车', '１', '０', '０', '０', '公里', '内', '都', '是', '这样', '跑', '的', '，', '可以', '的', '。', '高速', '不过', '１', '０', '０', '会', '更', '低', '，', '但', '有', '上坡', '时', '可不是', '这', '油耗']","['平', '路上', '定速', '左右', '新车', '公里', '跑', '可以', '高速', '不过', '低', '有', '上坡', '时', '可不是', '油耗']","[7593, 582, 1658, 68, 175, 45, 39, 13, 40, 60, 57, 4, 732, 106, 5650, 6]","[7593, 582, 1658, 68, 175, 45, 39, 13, 40, 60, 57, 4, 732, 106, 5650, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
22,6Ewe2kxO5msAg0yU,俩车排量都不行，1.5t昂科威动力不行，比2.0t还费油，你图什么？    ,"['俩', '车', '排量', '都', '不行', '，', '1.5', 't', '昂科威', '动力', '不行', '，', '比', '2.0', 't', '还费油', '，', '你', '图', '什么', '？']","['俩', '车', '排量', '不行', '1.5', '昂科威', '动力', '不行', '2.0', '还费油', '图']","[624, 9, 212, 213, 120, 571, 11, 213, 1, 4894, 1049]","[624, 9, 212, 213, 120, 571, 11, 213, 1, 4894, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
23,PMeBcRxizIaNmAC7,我13款2.5的2w公里就用30了 。 也没见什么不妥，就是油耗高一点而已。    ,"['我', '13', '款', '2.5', '的', '2w', '公里', '就', '用', '30', '了', ' ', '。', ' ', '也', '没见', '什么', '不妥', '，', '就是', '油耗', '高', '一点', '而已', '。']","['款', '2.5', '2w', '公里', ' ', ' ', '没见', '不妥', '油耗', '高', '一点']","[24, 1, 1398, 45, 1353, 6037, 6, 29, 66]","[24, 1, 1398, 45, 1353, 6037, 6, 29, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
24,9x4gvon6TfN0KtqY,2000公里，平均油耗9.8的飘过~~~,"['2000', '公里', '，', '平均', '油耗', '9.8', '的', '飘过', '~', '~', '~']","['公里', '平均', '油耗', '9.8', '飘过']","[45, 169, 6, 283, 2512]","[45, 169, 6, 283, 2512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
25,Er3x8Ks6mpQqeZO0,根据实际经验和车友反映，60-80速度区间相对比较省油。,"['根据', '实际', '经验', '和', '车友', '反映', '，', '60', '-', '80', '速度', '区间', '相对', '比较', '省油', '。']","['实际', '经验', '车友', '反映', '速度', '区间', '相对', '比较', '省油']","[380, 1544, 452, 1565, 210, 918, 646, 48, 121]","[380, 1544, 452, 1565, 210, 918, 646, 48, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
